Invoice ID,Gender,Product line,Quantity,Spend,Predicted_Gender,Date
891-01-7034,1,Electronic accessories,6,470.673,1,1/1/19
744-09-5786,0,Electronic accessories,6,138.663,0,1/2/19
727-17-0390,1,Food and beverages,5,333.9525,1,3/16/19
568-88-3448,0,Health and beauty,1,26.25,0,3/3/19
187-83-5490,0,Electronic accessories,4,87.234,0,1/31/19
767-54-1907,1,Fashion accessories,5,155.19,1,2/13/19
710-46-4433,1,Food and beverages,9,731.43,1,2/15/19
533-33-5337,0,Electronic accessories,10,833.595,0,2/7/19
325-90-8763,1,Electronic accessories,10,488.985,1,1/27/19
729-46-7422,0,Food and beverages,1,37.6845,0,2/23/19
639-76-1242,0,Food and beverages,5,212.73,0,2/3/19
234-03-4040,1,Food and beverages,10,767.025,1,3/3/19
326-71-2155,1,Sports and travel,4,310.59,1,2/3/19
320-32-8842,1,Food and beverages,1,23.751,1,3/17/19
470-32-9057,0,Food and beverages,5,269.535,0,3/28/19
878-30-2331,1,Sports and travel,10,572.775,1,3/2/19
440-59-5691,1,Health and beauty,7,273.0525,1,2/8/19
554-53-3790,0,Sports and travel,6,233.226,0,3/22/19
746-19-0921,0,Food and beverages,1,22.659,0,2/9/19
233-34-0817,1,Electronic accessories,1,103.782,1,2/15/19
767-05-1286,1,Home and lifestyle,6,527.751,1,1/23/19
340-21-9136,1,Sports and travel,4,168.21,1,1/25/19
405-31-3305,0,Fashion accessories,10,452.865,0,2/2/19
731-59-7531,0,Health and beauty,8,609.588,0,3/30/19
676-39-6028,1,Electronic accessories,5,338.31,1,3/30/19
502-05-1910,0,Health and beauty,3,205.317,0,2/25/19
485-30-8700,1,Sports and travel,5,174.615,1,3/18/19
598-47-9715,0,Electronic accessories,4,353.094,0,3/7/19
701-69-8742,0,Sports and travel,10,360.885,0,3/16/19
575-67-1508,0,Electronic accessories,1,40.53,0,1/29/19
541-08-3113,0,Food and beverages,8,554.148,0,2/2/19
246-11-3901,1,Electronic accessories,10,344.4,1,2/15/19
674-15-9296,0,Sports and travel,5,194.985,0,1/8/19
305-18-3552,0,Home and lifestyle,10,633.99,0,2/12/19
493-65-6248,1,Sports and travel,10,388.29,1,1/1/19
438-01-4015,1,Sports and travel,4,207.858,1,3/21/19
709-58-4068,1,Fashion accessories,10,431.445,1,2/28/19
795-49-7276,0,Fashion accessories,4,156.03,0,3/23/19
556-72-8512,0,Home and lifestyle,1,24.108,0,1/30/19
627-95-3243,1,Home and lifestyle,9,734.076,1,2/4/19
686-41-0932,1,Fashion accessories,2,72.87,1,3/13/19
510-09-5628,1,Fashion accessories,10,206.43,1,3/15/19
608-04-3797,1,Health and beauty,8,212.688,1,3/5/19
148-82-2527,1,Home and lifestyle,10,127.26,1,3/5/19
437-53-3084,0,Fashion accessories,2,209.769,0,2/26/19
632-32-4574,0,Sports and travel,8,637.728,0,3/20/19
556-97-7101,1,Electronic accessories,2,132.762,1,1/1/19
862-59-8517,1,Food and beverages,6,568.512,1,1/27/19
401-18-8016,1,Sports and travel,1,103.0365,1,1/21/19
420-18-8989,1,Sports and travel,8,432.768,1,2/2/19
277-63-2961,0,Sports and travel,1,77.6685,0,2/3/19
573-98-8548,1,Fashion accessories,1,33.495,1,1/5/19
620-02-2046,0,Home and lifestyle,2,145.74,0,1/27/19
282-35-2475,1,Sports and travel,2,195.951,1,3/25/19
511-54-3087,0,Sports and travel,1,92.8725,0,2/25/19
726-29-6793,0,Electronic accessories,8,203.112,0,1/28/19
387-49-4215,1,Sports and travel,3,152.775,1,1/8/19
862-17-9201,1,Food and beverages,6,529.515,1,1/29/19
291-21-5991,0,Health and beauty,5,321.7725,0,3/29/19
602-80-9671,1,Home and lifestyle,6,100.485,1,2/9/19
347-72-6115,1,Sports and travel,7,666.939,1,1/16/19
209-61-0206,1,Home and lifestyle,5,225.2775,1,1/5/19
595-27-4851,1,Fashion accessories,7,398.958,1,1/27/19
189-52-0236,0,Electronic accessories,7,731.6925,0,3/14/19
503-07-0930,0,Sports and travel,7,429.1665,0,2/23/19
413-20-6708,1,Fashion accessories,1,54.0435,1,3/18/19
425-85-2085,0,Health and beauty,5,288.015,0,3/29/19
521-18-7827,0,Home and lifestyle,5,206.7975,0,1/22/19
220-28-1851,0,Home and lifestyle,2,72.933,0,3/1/19
600-38-9738,0,Sports and travel,5,377.58,0,1/17/19
734-91-1155,1,Electronic accessories,3,143.9865,1,3/26/19
451-28-5717,1,Home and lifestyle,6,523.971,1,3/20/19
609-81-8548,1,Home and lifestyle,6,235.872,1,2/6/19
133-14-7229,0,Health and beauty,2,132.027,0,1/1/19
534-01-4457,0,Food and beverages,6,514.773,0,1/27/19
719-89-8991,1,Sports and travel,5,479.9025,1,2/25/19
286-62-6248,0,Fashion accessories,4,164.682,0,1/16/19
339-38-9982,0,Fashion accessories,2,125.706,0,1/13/19
827-44-5872,1,Food and beverages,10,570.78,1,2/7/19
827-77-7633,0,Sports and travel,9,926.9505,0,2/17/19
287-83-1405,0,Health and beauty,6,160.209,0,2/12/19
435-13-4908,0,Fashion accessories,8,728.112,0,1/24/19
857-67-9057,0,Electronic accessories,10,240.975,0,2/6/19
236-27-1144,1,Food and beverages,9,154.1295,1,3/26/19
892-05-6689,1,Home and lifestyle,5,148.68,1,3/11/19
583-41-4548,0,Home and lifestyle,7,122.5245,0,2/7/19
339-12-4827,1,Fashion accessories,1,77.658,1,1/5/19
643-38-7867,0,Home and lifestyle,1,102.837,0,3/7/19
308-81-0538,1,Fashion accessories,4,306.81,1,2/25/19
358-88-9262,1,Food and beverages,6,551.124,1,2/1/19
460-35-4390,0,Home and lifestyle,3,96.642,0,1/22/19
343-87-0864,0,Health and beauty,1,79.674,0,1/3/19
173-50-1108,1,Sports and travel,4,84.756,1,2/13/19
243-47-2663,0,Electronic accessories,6,118.251,0,1/28/19
841-18-8232,1,Food and beverages,1,74.76,1,1/5/19
701-23-5550,0,Home and lifestyle,4,163.002,0,3/19/19
647-50-1224,1,Fashion accessories,10,308.91,1,1/12/19
541-48-8554,0,Sports and travel,9,575.9775,0,1/7/19
539-21-7227,1,Sports and travel,5,270.585,1,1/26/19
213-32-1216,1,Electronic accessories,6,416.178,1,1/23/19
747-58-7183,0,Fashion accessories,3,180.4005,0,2/9/19
582-52-8065,1,Fashion accessories,9,513.2295,1,2/22/19
210-57-1719,1,Health and beauty,9,550.368,1,2/5/19
399-69-4630,0,Electronic accessories,6,139.923,0,3/7/19
134-75-2619,0,Electronic accessories,7,142.002,0,3/25/19
356-44-8813,0,Home and lifestyle,3,118.062,0,1/20/19
198-66-9832,1,Fashion accessories,2,151.284,1,2/4/19
283-26-5248,1,Food and beverages,10,1034.46,1,1/30/19
712-39-0363,0,Food and beverages,6,262.458,0,1/2/19
218-59-9410,1,Home and lifestyle,3,228.123,1,3/29/19
174-75-0888,0,Electronic accessories,9,203.931,0,3/14/19
866-99-7614,0,Food and beverages,10,936.6,0,2/11/19
134-54-4720,1,Electronic accessories,8,356.328,1,1/30/19
760-90-2357,0,Electronic accessories,6,469.413,0,3/20/19
514-37-2845,0,Fashion accessories,2,208.425,0,3/20/19
698-98-5964,1,Food and beverages,10,852.705,1,1/17/19
718-57-9773,1,Sports and travel,10,517.965,1,2/3/19
651-88-7328,1,Fashion accessories,9,621.243,1,1/1/19
241-11-2261,1,Fashion accessories,7,586.971,1,1/10/19
408-26-9866,1,Sports and travel,7,543.753,1,3/2/19
834-83-1826,1,Home and lifestyle,5,430.71,1,2/25/19
343-61-3544,0,Sports and travel,10,280.035,0,1/29/19
239-48-4278,0,Food and beverages,7,74.4555,0,3/10/19
355-34-6244,0,Food and beverages,2,152.019,0,1/13/19
550-84-8664,0,Sports and travel,5,451.0275,0,3/22/19
339-96-8318,0,Fashion accessories,7,597.6285,0,3/1/19
458-61-0011,0,Food and beverages,4,253.26,0,2/20/19
592-34-6155,0,Food and beverages,4,133.434,0,1/14/19
797-88-0493,1,Health and beauty,4,269.934,0,3/26/19
207-73-1363,0,Health and beauty,2,145.971,0,3/1/19
390-31-6381,0,Food and beverages,3,85.743,0,1/7/19
443-82-0585,1,Health and beauty,4,326.256,0,2/1/19
339-18-7061,1,Fashion accessories,2,195.258,0,2/13/19
359-90-3665,1,Fashion accessories,4,75.936,0,1/14/19
375-72-3056,0,Sports and travel,3,198.639,0,1/19/19
127-47-6963,0,Health and beauty,4,217.182,0,3/9/19
278-86-2735,1,Food and beverages,3,164.871,0,3/27/19
695-28-6250,1,Sports and travel,5,226.065,0,2/4/19
379-17-6588,0,Fashion accessories,10,625.905,0,3/14/19
227-50-3718,0,Health and beauty,5,76.755,0,3/4/19
302-15-2162,0,Health and beauty,6,293.139,0,3/3/19
788-07-8452,1,Home and lifestyle,7,178.164,0,1/27/19
560-49-6611,1,Sports and travel,1,47.859,0,2/7/19
880-35-0356,1,Sports and travel,3,236.88,0,2/5/19
585-11-6748,0,Sports and travel,3,304.92,0,3/15/19
470-31-3286,0,Health and beauty,3,46.683,0,3/1/19
152-68-2907,0,Food and beverages,3,164.43,0,2/15/19
123-35-4896,1,Sports and travel,9,440.937,0,2/17/19
258-69-7810,1,Fashion accessories,5,193.4625,0,1/26/19
334-64-2006,1,Home and lifestyle,2,147.672,0,3/24/19
219-61-4139,0,Electronic accessories,1,87.234,0,1/23/19
881-41-7302,1,Fashion accessories,1,68.2395,0,1/26/19
373-09-4567,0,Food and beverages,10,814.38,0,3/14/19
642-30-6693,1,Sports and travel,6,343.413,0,3/17/19
484-22-8230,1,Fashion accessories,7,381.3915,0,1/8/19
830-58-2383,0,Home and lifestyle,4,133.35,0,2/8/19
559-98-9873,1,Fashion accessories,7,394.3275,0,2/10/19
544-32-5024,1,Food and beverages,4,209.118,0,3/28/19
318-12-0304,0,Fashion accessories,1,32.1405,0,1/23/19
349-97-8902,0,Food and beverages,2,121.569,0,1/17/19
421-95-9805,1,Electronic accessories,1,30.408,0,2/7/19
277-35-5865,1,Food and beverages,9,935.2665,0,3/9/19
789-23-8625,0,Fashion accessories,3,293.643,0,1/24/19
284-54-4231,0,Sports and travel,1,84.9765,0,1/19/19
443-59-0061,0,Food and beverages,10,708.225,0,2/3/19
509-29-3912,1,Sports and travel,9,365.904,0,3/20/19
327-40-9673,0,Sports and travel,6,457.38,0,1/13/19
840-19-2096,0,Electronic accessories,5,461.5275,0,3/14/19
828-46-6863,0,Food and beverages,6,620.739,0,1/23/19
641-96-3695,1,Fashion accessories,6,273.798,0,2/7/19
420-97-3340,1,Food and beverages,3,225.792,0,3/28/19
436-54-4512,1,Food and beverages,1,96.1905,0,3/20/19
670-79-6321,1,Home and lifestyle,7,695.2365,0,1/17/19
852-62-7105,1,Fashion accessories,10,874.125,0,1/12/19
598-06-7312,0,Fashion accessories,1,95.9175,0,2/16/19
135-13-8269,1,Food and beverages,2,165.648,0,1/26/19
816-57-2053,0,Sports and travel,2,127.827,0,3/9/19
628-90-8624,0,Health and beauty,10,867.09,0,3/14/19
856-66-2701,0,Home and lifestyle,3,167.895,0,1/25/19
308-39-1707,1,Fashion accessories,1,12.6945,0,1/26/19
149-61-1929,0,Sports and travel,10,673.995,0,1/19/19
655-07-2265,0,Electronic accessories,3,246.6765,0,3/5/19
589-02-8023,0,Food and beverages,2,175.917,0,1/15/19
420-04-7590,0,Home and lifestyle,3,314.055,0,3/18/19
182-88-2763,0,Food and beverages,3,251.7165,0,3/20/19
188-55-0967,0,Health and beauty,10,697.935,0,1/15/19
610-46-4100,0,Health and beauty,7,212.7825,0,3/3/19
318-81-2368,1,Electronic accessories,1,48.51,0,3/19/19
364-33-8584,1,Food and beverages,5,92.5575,0,3/8/19
665-63-9737,0,Fashion accessories,3,165.123,0,2/27/19
695-09-5146,1,Food and beverages,3,311.1885,0,2/23/19
155-45-3814,1,Electronic accessories,8,743.82,0,3/19/19
794-32-2436,0,Electronic accessories,2,116.907,0,3/27/19
131-15-8856,1,Food and beverages,8,609.168,0,3/30/19
273-84-2164,0,Electronic accessories,5,63.2625,0,2/16/19
706-36-6154,0,Home and lifestyle,9,182.952,0,1/18/19
778-89-7974,0,Health and beauty,6,442.323,0,3/30/19
574-31-8277,0,Fashion accessories,1,35.3115,0,3/20/19
859-71-0933,1,Sports and travel,2,32.529,0,1/16/19
740-11-5257,0,Electronic accessories,10,259.77,0,2/24/19
369-82-2676,0,Electronic accessories,5,397.215,0,1/15/19
563-47-4072,1,Health and beauty,6,351.603,0,1/22/19
742-04-5161,0,Home and lifestyle,10,764.19,0,2/3/19
149-15-7606,0,Sports and travel,9,352.674,0,3/6/19
133-77-3154,0,Fashion accessories,4,252.756,0,2/16/19
169-52-4504,1,Electronic accessories,3,49.4235,0,3/14/19
250-81-7186,1,Electronic accessories,1,104.6745,0,2/27/19
562-12-5430,1,Fashion accessories,3,277.6725,0,1/18/19
816-72-8853,1,Sports and travel,5,146.6325,0,1/29/19
491-38-3499,0,Fashion accessories,1,58.2225,0,2/26/19
322-02-2271,1,Sports and travel,3,135.3555,0,2/3/19
842-29-4695,0,Sports and travel,7,125.979,0,1/16/19
725-67-2480,1,Fashion accessories,6,370.125,0,3/24/19
641-51-2661,1,Food and beverages,10,914.55,0,2/12/19
714-02-3114,1,Sports and travel,2,207.48,0,2/21/19
518-17-2983,1,Fashion accessories,4,204.246,0,2/4/19
779-42-2410,0,Food and beverages,3,181.881,0,2/20/19
190-14-3147,1,Health and beauty,4,75.474,0,2/23/19
408-66-6712,1,Health and beauty,6,300.573,0,2/16/19
679-22-6530,1,Sports and travel,2,85.302,0,1/17/19
588-47-8641,0,Fashion accessories,10,588.42,0,1/14/19
642-61-4706,0,Food and beverages,2,196.14,0,3/30/19
576-31-4774,1,Health and beauty,3,231.2415,0,3/2/19
556-41-6224,0,Health and beauty,8,282.576,0,2/15/19
811-03-8790,1,Electronic accessories,10,477.54,0,3/1/19
242-11-3142,0,Fashion accessories,2,175.917,0,2/24/19
752-23-3760,1,Sports and travel,7,470.988,0,2/19/19
274-05-5470,1,Food and beverages,4,308.574,0,2/23/19
648-94-3045,0,Health and beauty,10,618.975,0,2/7/19
130-67-4723,0,Food and beverages,6,305.55,0,1/11/19
528-87-5606,1,Electronic accessories,1,41.454,0,2/12/19
320-85-2052,1,Sports and travel,1,36.5505,0,1/14/19
370-96-0655,1,Fashion accessories,6,310.716,0,1/9/19
105-10-6182,0,Fashion accessories,2,45.108,0,2/27/19
510-79-0415,1,Sports and travel,6,145.404,0,1/24/19
241-96-5076,1,Home and lifestyle,2,103.11,0,1/8/19
767-97-4650,1,Sports and travel,2,136.143,0,1/8/19
648-83-1321,0,Home and lifestyle,10,667.38,0,1/16/19
173-57-2300,0,Sports and travel,2,153.048,0,3/13/19
305-03-2383,1,Food and beverages,3,211.365,0,2/15/19
394-55-6384,1,Sports and travel,9,663.2955,0,1/25/19
266-20-6657,0,Food and beverages,7,404.544,0,3/12/19
689-05-1884,0,Health and beauty,10,510.615,0,3/4/19
196-01-2849,1,Fashion accessories,7,539.343,0,2/10/19
372-62-5264,1,Food and beverages,9,497.07,0,1/16/19
800-09-8606,1,Home and lifestyle,5,458.6925,0,1/29/19
182-52-7000,1,Sports and travel,4,113.568,0,1/1/19
826-58-8051,0,Home and lifestyle,4,261.198,0,1/6/19
868-06-0466,0,Electronic accessories,9,657.531,0,2/19/19
751-41-9720,0,Home and lifestyle,10,1023.75,0,1/12/19
626-43-7888,1,Fashion accessories,8,507.444,0,2/7/19
176-64-7711,0,Food and beverages,3,101.808,0,3/27/19
191-29-0321,1,Fashion accessories,10,207.585,0,2/27/19
729-06-2010,0,Health and beauty,9,760.4415,0,1/6/19
640-48-5028,1,Home and lifestyle,9,835.2855,0,3/2/19
186-79-9562,0,Health and beauty,7,527.5095,0,3/29/19
834-45-5519,1,Electronic accessories,4,180.6,0,1/31/19
162-65-8559,0,Food and beverages,1,72.429,0,1/21/19
760-27-5490,0,Fashion accessories,8,131.208,0,1/20/19
445-30-9252,0,Sports and travel,3,80.955,0,1/17/19
786-94-2700,0,Food and beverages,6,507.906,0,2/28/19
728-88-7867,1,Home and lifestyle,4,317.226,0,3/19/19
183-21-3799,1,Electronic accessories,9,733.6035,0,2/19/19
268-20-3585,1,Health and beauty,9,130.8825,0,2/4/19
735-32-9839,0,Fashion accessories,8,829.08,0,1/31/19
258-92-7466,1,Health and beauty,5,187.32,0,2/6/19
857-16-3520,1,Fashion accessories,7,525.231,0,3/28/19
482-17-1179,0,Electronic accessories,3,37.611,0,1/19/19
788-21-5741,0,Fashion accessories,3,142.947,0,2/17/19
821-14-9046,1,Fashion accessories,6,110.124,0,1/18/19
418-05-0656,1,Fashion accessories,7,187.866,0,2/2/19
678-79-0726,1,Sports and travel,9,856.4535,0,1/18/19
776-68-1096,0,Home and lifestyle,3,138.978,0,3/18/19
592-46-1692,1,Food and beverages,7,270.2595,0,1/11/19
434-35-9162,0,Food and beverages,4,98.028,0,2/4/19
149-14-0304,1,Health and beauty,8,239.4,0,2/6/19
442-44-6497,0,Home and lifestyle,3,175.0455,0,1/8/19
174-64-0215,0,Sports and travel,10,732.27,0,3/5/19
210-74-9613,0,Fashion accessories,4,408.492,0,3/16/19
299-29-0180,1,Home and lifestyle,7,383.523,0,3/9/19
247-11-2470,1,Fashion accessories,4,93.744,0,3/1/19
635-28-5728,0,Health and beauty,3,176.4,0,2/28/19
756-49-0168,0,Fashion accessories,1,20.685,0,2/8/19
438-23-1242,0,Electronic accessories,7,557.718,0,1/24/19
238-45-6950,0,Food and beverages,1,56.406,0,3/1/19
607-65-2441,0,Health and beauty,10,860.475,0,3/10/19
386-27-7606,1,Home and lifestyle,7,596.82,0,3/23/19
137-63-5492,0,Electronic accessories,10,616.98,0,1/29/19
197-77-7132,0,Electronic accessories,8,769.104,0,1/12/19
805-86-0265,0,Home and lifestyle,9,887.922,0,3/20/19
733-29-1227,0,Home and lifestyle,7,408.7335,0,3/23/19
451-73-2711,0,Food and beverages,1,89.0715,0,1/14/19
373-14-0504,1,Sports and travel,2,150.423,0,2/12/19
546-80-2899,0,Home and lifestyle,2,79.149,0,2/20/19
345-68-9016,1,Sports and travel,8,266.028,0,1/2/19
390-17-5806,1,Food and beverages,1,40.341,0,2/2/19
457-13-1708,0,Fashion accessories,10,684.915,0,1/8/19
664-14-2882,1,Home and lifestyle,5,55.2825,0,1/30/19
487-79-6868,1,Home and lifestyle,9,116.1405,0,3/26/19
314-23-4520,0,Health and beauty,7,597.0405,0,1/15/19
210-30-7976,1,Fashion accessories,4,93.744,0,3/14/19
585-86-8361,1,Food and beverages,5,143.22,0,2/3/19
807-14-7833,1,Electronic accessories,10,182.91,0,2/22/19
775-72-1988,0,Home and lifestyle,5,384.72,0,1/24/19
288-38-3758,1,Fashion accessories,3,267.3405,0,1/25/19
652-43-6591,1,Fashion accessories,8,817.236,0,3/9/19
785-96-0615,1,Electronic accessories,8,300.216,0,2/17/19
406-46-7107,1,Home and lifestyle,6,608.076,0,1/11/19
250-17-5703,0,Food and beverages,10,197.925,0,2/27/19
156-95-3964,1,Food and beverages,4,232.638,0,3/25/19
842-40-8179,1,Food and beverages,10,810.6,0,2/11/19
525-09-8450,0,Electronic accessories,10,757.365,0,1/31/19
410-67-1709,1,Fashion accessories,8,536.592,0,1/20/19
587-73-4862,1,Health and beauty,5,56.1225,0,3/26/19
787-87-2010,0,Health and beauty,4,233.1,0,1/20/19
593-14-4239,1,Home and lifestyle,8,801.864,0,3/5/19
801-88-0346,1,Fashion accessories,3,239.589,0,1/5/19
388-76-2555,0,Sports and travel,6,86.247,0,2/13/19
711-31-1234,1,Electronic accessories,4,401.688,0,3/16/19
886-54-6089,1,Home and lifestyle,6,72.009,0,1/15/19
707-32-7409,1,Sports and travel,4,401.268,0,2/26/19
759-98-4285,1,Health and beauty,7,631.1445,0,2/27/19
201-63-8275,1,Sports and travel,7,499.7265,0,2/17/19
471-06-8611,1,Food and beverages,1,55.041,0,2/6/19
200-16-5952,0,Food and beverages,2,137.865,0,1/17/19
120-54-2248,1,Food and beverages,5,151.515,0,1/22/19
102-77-2261,0,Health and beauty,7,480.0285,0,3/5/19
875-31-8302,0,Sports and travel,1,98.049,0,1/3/19
102-06-2002,0,Sports and travel,5,132.5625,0,3/20/19
457-94-0464,0,Electronic accessories,9,830.3715,0,1/31/19
629-42-4133,0,Health and beauty,8,183.12,0,2/19/19
534-53-3526,1,Sports and travel,4,397.992,0,2/11/19
307-04-2070,1,Fashion accessories,1,32.151,0,2/5/19
468-99-7231,1,Home and lifestyle,8,369.684,0,3/3/19
516-77-6464,1,Health and beauty,5,53.34,0,2/24/19
404-91-5964,0,Electronic accessories,7,548.163,0,2/4/19
886-77-9084,0,Electronic accessories,8,603.876,0,2/19/19
790-38-4466,1,Health and beauty,5,57.6975,0,1/23/19
704-10-4056,0,Health and beauty,3,190.4805,0,1/14/19
497-37-6538,0,Sports and travel,7,432.9885,0,1/17/19
651-96-5970,0,Fashion accessories,1,48.7305,0,3/3/19
400-80-4065,0,Health and beauty,4,287.91,0,2/15/19
744-16-7898,1,Home and lifestyle,10,1022.385,0,1/15/19
263-12-5321,0,Electronic accessories,7,680.61,0,2/27/19
702-72-0487,1,Electronic accessories,2,97.881,0,2/26/19
605-83-1050,0,Fashion accessories,2,57.078,0,3/15/19
443-60-9639,1,Home and lifestyle,1,63.9135,0,1/24/19
864-24-7918,1,Sports and travel,10,257.145,0,2/22/19
359-94-5395,0,Health and beauty,1,97.419,0,3/15/19
401-09-4232,0,Home and lifestyle,5,455.1225,0,2/11/19
751-15-6198,0,Sports and travel,6,144.963,0,1/12/19
324-41-6833,1,Electronic accessories,8,253.68,0,3/3/19
474-33-8305,0,Fashion accessories,7,495.3165,0,3/23/19
759-29-9521,1,Fashion accessories,9,462.672,0,3/4/19
831-81-6575,1,Electronic accessories,9,714.3255,0,2/23/19
220-68-6701,1,Home and lifestyle,4,325.374,0,3/17/19
618-34-8551,1,Sports and travel,2,195.678,0,1/16/19
257-60-7754,1,Electronic accessories,4,210.966,0,1/8/19
559-61-5987,1,Health and beauty,1,18.6375,0,1/14/19
189-55-2313,1,Fashion accessories,10,652.89,0,1/31/19
565-91-4567,0,Health and beauty,8,90.3,0,3/15/19
380-60-5336,1,Electronic accessories,10,422.73,0,2/24/19
815-04-6282,1,Sports and travel,5,341.0925,0,2/8/19
674-56-6360,0,Electronic accessories,1,99.9075,0,3/22/19
778-34-2523,1,Electronic accessories,8,408.408,0,1/24/19
499-27-7781,1,Food and beverages,8,446.964,0,3/14/19
477-59-2456,1,Fashion accessories,7,333.984,0,1/23/19
832-51-6761,0,Food and beverages,8,284.592,0,1/19/19
869-11-3082,0,Health and beauty,4,403.872,0,1/27/19
190-59-3964,0,Food and beverages,5,247.59,0,2/3/19
366-43-6862,0,Electronic accessories,4,222.138,0,3/25/19
186-43-8965,1,Home and lifestyle,2,100.128,0,2/24/19
784-21-9238,0,Sports and travel,1,10.6785,0,2/7/19
276-75-6884,1,Health and beauty,3,216.4365,0,3/4/19
109-86-4363,1,Sports and travel,7,441.588,0,2/14/19
569-76-2760,1,Sports and travel,4,92.442,0,1/29/19
222-42-0244,1,Health and beauty,9,681.4395,0,1/28/19
760-53-9233,0,Fashion accessories,3,130.032,0,3/26/19
538-22-0304,0,Electronic accessories,10,681.975,0,3/24/19
416-17-9926,1,Electronic accessories,10,779.31,0,1/1/19
237-44-6163,0,Electronic accessories,8,88.704,0,1/24/19
636-17-0325,0,Health and beauty,4,262.794,0,2/25/19
343-75-9322,1,Sports and travel,8,99.54,0,1/9/19
528-14-9470,0,Health and beauty,1,95.865,0,2/14/19
427-45-9297,1,Home and lifestyle,7,299.3655,0,3/12/19
807-34-3742,0,Fashion accessories,1,54.999,0,3/26/19
288-62-1085,0,Fashion accessories,5,202.335,0,1/9/19
670-71-7306,0,Sports and travel,6,281.169,0,1/2/19
660-29-7083,0,Electronic accessories,10,586.635,0,1/15/19
271-77-8740,1,Sports and travel,6,184.086,0,1/1/19
497-36-0989,0,Fashion accessories,3,163.611,0,2/15/19
291-59-1384,0,Electronic accessories,1,63.315,0,2/28/19
860-73-6466,1,Sports and travel,2,82.887,0,3/2/19
549-23-9016,1,Food and beverages,2,31.227,0,2/13/19
896-34-0956,0,Fashion accessories,1,22.386,0,1/26/19
804-38-3935,0,Electronic accessories,3,295.407,0,1/30/19
585-90-0249,0,Electronic accessories,1,76.923,0,1/27/19
862-29-5914,1,Sports and travel,1,23.499,0,1/30/19
845-94-6841,1,Food and beverages,9,688.716,0,1/8/19
125-45-2293,1,Fashion accessories,6,624.33,0,1/19/19
843-73-4724,0,Fashion accessories,1,77.805,0,1/25/19
409-33-9708,1,Fashion accessories,2,206.808,0,2/19/19
658-66-3967,0,Health and beauty,7,390.9465,0,1/14/19
866-70-2814,1,Electronic accessories,10,554.295,0,2/25/19
160-22-2687,1,Health and beauty,5,503.7375,0,1/23/19
895-03-6665,1,Fashion accessories,9,345.0195,0,2/16/19
770-42-8960,0,Food and beverages,8,177.408,0,1/1/19
748-45-2862,1,Home and lifestyle,4,118.902,0,3/7/19
234-36-2483,0,Health and beauty,6,362.817,0,2/15/19
316-66-3011,1,Food and beverages,9,450.1035,0,1/23/19
848-95-6252,1,Home and lifestyle,1,90.5835,0,2/20/19
840-76-5966,0,Sports and travel,2,26.796,0,1/8/19
152-03-4217,1,Home and lifestyle,9,106.596,0,3/17/19
533-66-5566,1,Home and lifestyle,7,375.3645,0,1/12/19
124-31-1458,1,Electronic accessories,3,250.7085,0,1/8/19
176-78-1170,0,Health and beauty,3,106.5015,0,1/26/19
361-59-0574,0,Sports and travel,8,760.452,0,3/15/19
101-81-4070,1,Health and beauty,2,131.922,0,1/17/19
631-34-1880,0,Food and beverages,3,76.5765,0,1/8/19
852-82-2749,0,Sports and travel,4,271.278,0,1/6/19
873-14-6353,0,Food and beverages,7,182.427,0,2/16/19
584-66-4073,0,Fashion accessories,1,59.325,0,3/13/19
544-55-9589,1,Electronic accessories,10,225.015,0,1/28/19
166-19-2553,0,Sports and travel,6,561.078,0,1/18/19
737-88-5876,0,Home and lifestyle,4,97.818,0,3/19/19
154-87-7367,0,Home and lifestyle,8,548.184,0,3/15/19
885-56-0389,0,Fashion accessories,1,54.9675,0,2/12/19
608-05-3804,0,Electronic accessories,1,41.7375,0,2/25/19
448-61-3783,1,Electronic accessories,8,756.168,0,3/21/19
761-49-0439,1,Electronic accessories,8,101.64,0,1/19/19
490-95-0021,1,Food and beverages,10,348.705,0,1/8/19
115-38-7388,1,Fashion accessories,8,85.512,0,3/30/19
311-13-6971,0,Sports and travel,10,335.895,0,2/20/19
291-55-6563,1,Home and lifestyle,6,216.846,0,3/30/19
548-48-3156,1,Food and beverages,2,175.014,0,3/19/19
460-93-5834,0,Sports and travel,7,335.013,0,1/13/19
325-89-4209,0,Food and beverages,1,92.295,0,2/5/19
884-80-6021,1,Electronic accessories,10,771.435,0,3/23/19
137-74-8729,1,Fashion accessories,8,102.396,0,3/13/19
880-46-5796,0,Sports and travel,10,807.66,0,3/17/19
389-70-2397,1,Health and beauty,5,439.215,0,2/21/19
114-35-5271,1,Electronic accessories,8,486.444,0,2/7/19
607-76-6216,1,Fashion accessories,5,485.5725,0,3/2/19
715-20-1673,0,Electronic accessories,5,148.995,0,3/6/19
811-35-1094,0,Electronic accessories,6,317.835,0,2/6/19
699-88-1972,0,Health and beauty,8,832.944,0,1/28/19
781-84-8059,0,Fashion accessories,7,446.439,0,1/18/19
409-49-6995,1,Food and beverages,6,297.801,0,2/5/19
725-54-0677,0,Health and beauty,7,629.16,0,3/2/19
146-09-5432,0,Food and beverages,9,331.128,0,2/9/19
377-79-7592,1,Electronic accessories,9,423.738,0,1/14/19
509-10-0516,0,Home and lifestyle,4,193.074,0,2/9/19
